0,24423665913182181382504680073
1,81126696958151776021294226713
2,3405864402836424377563691057
3,46496796262348104911579866268
4,86458711160734342366524996718
5,51337445499880811018699623274
6,24890146217098839983588172587
7,42884648422098473232681532769
8,85165576603014971369856407456
9,44729367483381807089800487552
10,35401101019131947378411849682
11,87988145034388976981988697656
12,51825392832019533926188150968
13,86874540446922066696178467616
14,6471053238596096116491676579
15,74485496468223708903595225438
16,65144581599737617011186989783
17,91342996071213236835242903602
18,30540381154322834786812862460
19,2399190869213811291419208522
20,11483731876345756687138182825
21,44390760260546901479087077704
22,36888367044131596673256961547
23,96619108651685506332624899890
24,69304445292163281694694001022
25,45197355882487461851677377266
26,61456192975704351303914561195
27,4028924224621567498256538660
28,61090966245448950065410797021
29,37606413346845851247982695005
30,75231613411011939770660018658
31,38537208888837369454795816835
32,87766490511290191009680937575
33,887239010176565478803226498
34,55534845189544312043991578547
35,48091413663299461952843414875
36,259772775304012046378924785
37,21360180997891302072703822743
38,35980891424494819303946027197
39,27077307788892863476028090081
40,53388411578137037546496682598
41,88950258994119154118389702236
42,14286701640138884187634228716
43,39327728774416997114959933480
44,11064457132952580997593055631
45,46569880874459813639176067706
46,64121172570189592090198845638
47,34951318994683191092033208714
48,26529977487209576626340516571
49,5775330836299747463770630618
50,99400700482199746227003176869
51,9778484353907551623763060988
52,56684215167564296330428930227
53,96393737017098658961899502324
54,93414823657861585664907435806
55,37146697692148724101572466011
56,11029085260452038705307786709
57,63287189208652914580887327037
58,86537750498100329955810961599
59,73563101547016523434899191095
60,58345874048580171207443562739
61,6407011734562827313066464530
62,19051305907536087512966494130
63,7177650886371328546261326252
64,92173843473204884667399655139
65,32138311209900471375569651173
66,21042847788358454276396515918
67,32889838113173910711438938159
68,28322024147839193077653569453
69,44147593266243556844622840081
70,80389299019442625819777385544
71,84724407313244479895178312452
72,88004410598108761845789496847
73,31680494892842431725240284588
74,8749883304972827355350350848
75,95633090818253003915050267662
76,13860157238959066842574163415
77,59939240673226443318355227861
78,78056230927287121526154960257
79,17866872076673930186766588185
80,38597737859632395820086402084
81,35981688701631662289867392020
82,79897920017915033917485564228
83,86190921397927540431968938677
84,46443881366634347730394399562
85,8503260945677812707932156202
86,98014199203773694821592307492
87,37234062734451932048861203102
88,42329578563389919782915545203
89,99353625341051480960701983881
90,50059855375833860809073653701
91,43764295641438837720750063827
92,25916975198266085884110696232
93,54437673700303964031200438334
94,62670628984041551836216459433
95,37090592617000793603362316434
96,75637524870085431253054632177
97,42945748474057058472425085183
98,32344824909722102432478370333
99,66030876698845285070641653989
100,53296773005056553360727935765
101,63767370562558856032244200026
102,859567419646159121736625275
103,50311918763402622483860579340
104,95079582335585909070979650893
105,69837858379726158669285248253
106,73626882588118173829240215305
107,90785280539002317222098671600
108,79329378008825761634735711186
109,28978471819756844702546996898
110,92398472276754687286406380230
111,63661216869812423160756487357
112,44338213246197835844848002987
113,60911980448435184234785509124
114,35736568973287360825453844942
115,32198702475282402045218012536
116,20500100109720720966334726728
117,15859788071252914976738063226
118,2365320900537959872670646119
119,85729362730114335237400323586
120,76923988537928003025557163255
121,48798434271244435256887604067
122,31227244760983990267567259761
123,73075330680408651658459086304
124,48480207726634458993381708801
125,96392556888277817032148617427
126,28395870333327386679143282440
127,29931725076080774608171144143
128,47100490857691151622006076449
129,9487992566257725739738283536
130,83123356599594044353018343461
131,78684444450967460689166854407
132,14178828772932990677547514594
133,30438151568831798405860322568
134,84101617824682190086470430034
135,9283061442025530165897687577
136,4692995166498945396978414480
137,85173027216330717441495719921
138,91454862986550300057218302617
139,97752863074766570791134660010
140,49708549714480692190308148281
141,88563444248074172272953563046
142,80986683455526767321234401981
143,405554366091079131726341457
144,17377238797724136853022628219
145,95013544402241820924117143763
146,20270021523141152198573700899
147,94543123386863611746104107313
148,56823853090699286638820642035
149,90601802572863843247119690898
150,88569839569926284316975002598
151,27570251757868834831958195279
152,14761739636219925965791546612
153,45386460576372641269149016751
154,49412836466004874045197035585
155,99133683537029156009656107785
156,61135989500614215489553233024
157,94671434555517502813888210013
158,73299370935210393750614505322
